,date,region,area,日最低気温0℃未満日数(日),日平均気温25℃以上日数(日),日最高気温25℃以上日数(日),最高気温(℃),最深積雪(cm),日最低気温25℃以上日数(日),日照時間(時間),日最低気温の平均(℃),日最高気温の平均(℃),日平均気温0℃未満日数(日),最低気温(℃),日照時間0.1時間未満日数(日),降水量の合計(mm),日最高気温0℃未満日数(日),日降水量の最大(mm),平均気温(℃),降雪量合計(cm)
20,2015-01-01,北海道,十勝,31.0,0.0,0.0,3.790909090909091,48.09090909090909,0.0,159.27272727272728,-12.9,-1.018181818181818,29.90909090909091,-20.30909090909091,4.636363636363637,21.136363636363637,19.181818181818183,6.909090909090909,-6.709090909090909,56.90909090909091
21,2015-01-01,北海道,宗谷,31.0,0.0,0.0,4.5,72.71428571428571,0.0,62.58571428571429,-9.157142857142857,-1.657142857142857,30.142857142857142,-16.885714285714286,8.142857142857142,44.785714285714285,21.714285714285715,9.642857142857142,-5.014285714285714,128.42857142857142
22,2015-01-01,北海道,後志,30.625,0.0,0.0,5.6125,117.75,0.0,47.825,-6.125,0.48750000000000004,24.75,-12.0,9.25,116.6875,11.875,16.0,-2.5125,170.625
23,2015-01-01,北海道,日高,31.0,0.0,0.0,6.6,31.0,0.0,110.175,-8.375,0.9,26.25,-13.65,6.0,32.625,12.0,11.25,-3.65,77.75
24,2015-01-01,北海道,根室,31.0,0.0,0.0,4.8,77.8,0.0,126.78,-8.7,-0.33999999999999997,29.6,-14.9,6.2,97.0,16.4,28.2,-4.04,116.4
25,2015-01-01,北海道,檜山,28.0,0.0,0.0,6.566666666666666,43.0,0.0,48.53333333333333,-4.7,1.7666666666666666,20.0,-9.299999999999999,8.0,81.33333333333333,8.333333333333334,13.5,-1.1666666666666667,104.33333333333333
26,2015-01-01,北海道,渡島,30.6,0.0,0.0,6.3,39.4,0.0,93.12,-5.6,1.3399999999999999,21.0,-10.72,3.4,53.0,10.2,12.5,-1.7399999999999998,111.0
27,2015-01-01,北海道,留萌,30.8,0.0,0.0,5.24,93.2,0.0,42.260000000000005,-6.720000000000001,-0.48,27.2,-15.780000000000001,10.4,75.1,16.4,12.3,-3.28,156.8
28,2015-01-01,北海道,石狩,30.6,0.0,0.0,4.84,118.4,0.0,80.28,-7.359999999999999,0.2,25.2,-14.14,5.8,91.8,13.0,15.8,-3.1,175.2
29,2015-01-01,北海道,空知,31.0,0.0,0.0,5.05,103.33333333333333,0.0,72.31666666666666,-9.433333333333332,-1.2166666666666666,30.5,-16.916666666666668,8.333333333333334,79.33333333333333,21.333333333333332,15.25,-4.916666666666667,185.16666666666666
30,2015-01-01,北海道,網走・北見・紋別,31.0,0.0,0.0,7.023076923076923,84.6923076923077,0.0,96.69999999999999,-11.161538461538461,-1.5153846153846153,30.307692307692307,-19.823076923076922,7.076923076923077,42.80769230769231,22.53846153846154,14.961538461538462,-5.9,109.92307692307692
31,2015-01-01,北海道,胆振,30.571428571428573,0.0,0.0,5.971428571428571,42.714285714285715,0.0,99.21428571428571,-7.042857142857143,0.9142857142857143,24.428571428571427,-12.671428571428573,3.2857142857142856,41.0,10.857142857142858,9.5,-2.9,118.28571428571429
32,2015-01-01,北海道,釧路,31.0,0.0,0.0,4.475,58.625,0.0,139.0625,-11.7375,-0.5375,28.75,-20.4125,5.0,49.6875,16.875,15.625,-5.725,80.875
33,2015-01-01,北陸,富山,16.666666666666668,0.0,0.0,13.166666666666666,39.833333333333336,0.0,54.78333333333333,-0.2333333333333333,5.7,1.8333333333333333,-2.8333333333333335,10.0,237.83333333333334,0.0,26.25,2.4499999999999997,104.83333333333333
34,2015-01-01,北陸,石川,16.5,0.0,0.0,12.533333333333333,42.666666666666664,0.0,42.233333333333334,-0.19999999999999998,5.8,2.0,-2.9499999999999997,11.166666666666666,230.0,0.0,27.833333333333332,2.6,84.33333333333333
35,2015-01-01,北陸,福井,12.6,0.0,0.0,11.28,74.2,0.0,40.96,0.34,6.18,1.8,-3.2399999999999998,10.4,312.3,0.2,41.5,3.0,127.0
36,2015-01-01,四国,徳島,0.0,0.0,0.0,16.5,0.0,0.0,146.2,3.4,10.1,0.0,0.1,2.0,80.0,0.0,42.0,6.6,0.0
37,2015-01-01,四国,愛媛,1.5,0.0,0.0,15.55,0.0,0.0,117.8,3.35,11.0,0.0,-0.4,2.5,93.5,0.0,28.0,7.15,0.0
38,2015-01-01,四国,香川,2.0,0.0,0.0,15.0,0.0,0.0,131.45,3.2,9.7,0.0,-0.7,2.0,77.0,0.0,38.0,6.449999999999999,0.0
39,2015-01-01,四国,高知,2.0,0.0,0.0,17.65,0.0,0.0,187.325,4.300000000000001,12.100000000000001,0.0,-0.9,1.0,120.875,0.0,50.0,8.15,0.0
40,2015-01-01,東北,宮城,26.428571428571427,0.0,0.0,9.171428571428573,48.42857142857143,0.0,111.92857142857143,-2.7714285714285714,3.5,11.857142857142858,-7.257142857142857,5.571428571428571,54.285714285714285,3.857142857142857,20.785714285714285,0.39999999999999997,96.57142857142857
41,2015-01-01,東北,山形,28.53846153846154,0.0,0.0,6.323076923076924,145.15384615384616,0.0,36.26153846153846,-3.5999999999999996,2.176923076923077,19.153846153846153,-10.038461538461538,10.461538461538462,149.53846153846155,5.384615384615385,24.23076923076923,-0.6307692307692307,261.15384615384613
42,2015-01-01,東北,岩手,29.4,0.0,0.0,7.833333333333333,40.93333333333333,0.0,92.55333333333333,-4.833333333333333,2.3066666666666666,19.733333333333334,-11.333333333333334,5.8,38.6,7.333333333333333,12.4,-1.12,73.73333333333333
43,2015-01-01,東北,福島,27.0,0.0,0.0,8.533333333333333,114.27272727272727,0.0,77.83333333333333,-3.65,2.8333333333333335,17.5,-11.241666666666667,8.166666666666666,106.54166666666667,6.333333333333333,19.541666666666668,-0.4750000000000001,207.45454545454547
44,2015-01-01,東北,秋田,28.076923076923077,0.0,0.0,7.3307692307692305,94.3076923076923,0.0,35.892307692307696,-3.2384615384615385,2.292307692307692,17.692307692307693,-8.015384615384615,10.153846153846153,127.57692307692308,6.230769230769231,17.884615384615383,-0.5,184.30769230769232
45,2015-01-01,東北,青森,27.333333333333332,0.0,0.0,7.666666666666667,71.8,0.0,55.27333333333333,-3.5,2.26,15.666666666666666,-8.879999999999999,7.066666666666666,87.1,7.466666666666667,18.566666666666666,-0.52,143.6
46,2015-01-01,沖縄,沖縄,0.0,0.0,0.0,24.125,0.0,0.0,87.4,14.9875,19.8625,0.0,9.6125,6.75,79.4375,0.0,38.75,17.275,0.0
47,2015-01-01,関東,千葉,4.25,0.0,0.0,17.175,0.0,0.0,177.25,2.35,10.875,0.0,-0.85,3.75,138.75,0.0,46.75,6.575,0.0
48,2015-01-01,関東,埼玉,20.5,0.0,0.0,16.25,2.5,0.0,203.6,-1.25,9.350000000000001,1.0,-5.6,3.5,32.25,0.0,19.0,3.55,2.5
49,2015-01-01,関東,東京,1.5,0.0,0.8333333333333334,19.583333333333332,1.5,0.0,135.43333333333334,9.133333333333335,15.133333333333333,0.0,4.966666666666667,3.0,141.33333333333334,0.0,57.916666666666664,12.116666666666665,1.5
50,2015-01-01,関東,栃木,29.25,0.0,0.0,9.675,29.5,0.0,150.7,-5.199999999999999,3.2250000000000005,18.75,-10.6,3.5,52.5,9.0,15.0,-1.125,89.25
51,2015-01-01,関東,神奈川,1.0,0.0,0.0,16.6,0.0,0.0,188.9,2.7,10.4,0.0,-0.8,4.0,106.5,0.0,32.0,6.2,0.0
52,2015-01-01,関東,群馬,26.5,0.0,0.0,9.1,119.5,0.0,105.125,-4.05,3.05,17.75,-9.725,9.5,140.625,8.25,19.625,-0.7250000000000001,240.25
53,2015-01-01,関東,茨城,22.5,0.0,0.0,16.299999999999997,0.0,0.0,200.3,-1.4500000000000002,9.65,0.0,-5.3,4.0,80.5,0.0,28.25,3.8,0.0
54,2015-01-01,関西,京都,12.0,0.0,0.0,11.766666666666666,31.0,0.0,62.5,0.8000000000000002,6.800000000000001,1.6666666666666667,-2.6999999999999997,6.0,225.0,0.0,32.833333333333336,3.4333333333333336,51.0
55,2015-01-01,関西,兵庫,9.0,0.0,0.0,13.271428571428572,44.2,0.0,76.0,1.2142857142857142,7.385714285714286,2.142857142857143,-2.4714285714285715,7.142857142857143,203.21428571428572,0.5714285714285714,34.0,4.0,92.6
56,2015-01-01,関西,和歌山,0.0,0.0,0.0,16.4,0.0,0.0,157.65,4.55,10.65,0.0,0.8500000000000001,2.0,125.25,0.0,54.75,7.45,0.0
57,2015-01-01,関西,大阪,0.0,0.0,0.0,14.1,0.0,0.0,123.3,3.3,9.3,0.0,0.3,3.0,93.0,0.0,27.0,6.1,0.0
58,2015-01-01,関西,奈良,12.0,0.0,0.0,13.8,3.0,0.0,90.1,0.8,8.9,0.0,-2.4,3.0,94.0,0.0,29.0,4.4,3.0
59,2015-01-01,関西,滋賀,12.0,0.0,0.0,10.233333333333333,40.0,0.0,66.16666666666667,0.30000000000000004,6.166666666666667,0.6666666666666666,-3.6,5.333333333333333,223.33333333333334,0.0,30.833333333333332,3.266666666666667,76.0
60,2015-02-01,中国,山口,8.5,0.0,0.0,15.600000000000001,0.0,0.0,88.45,1.75,10.2,0.0,-2.4000000000000004,2.0,61.25,0.0,17.75,5.75,0.0
61,2015-02-01,中国,岡山,17.6,0.0,0.0,12.8,19.8,0.0,99.46000000000001,-1.0,7.4,4.8,-6.04,1.8,55.5,0.8,14.1,2.88,52.8
62,2015-02-01,中国,島根,16.428571428571427,0.0,0.0,14.171428571428573,12.5,0.0,70.11428571428571,-0.4428571428571429,7.457142857142857,4.285714285714286,-4.5285714285714285,1.7142857142857142,90.21428571428571,0.8571428571428571,22.857142857142858,3.2285714285714286,51.833333333333336
63,2015-02-01,中国,広島,14.2,0.0,0.0,12.32,32.333333333333336,0.0,104.03999999999999,-0.07999999999999999,8.2,4.4,-4.44,1.8,58.2,0.6,12.3,3.84,84.33333333333333
64,2015-02-01,中国,鳥取,8.0,0.0,0.0,14.780000000000001,16.4,0.0,75.4,1.24,8.8,1.4,-3.5,2.2,87.3,0.0,17.9,4.74,37.8
65,2015-02-01,中部,三重,7.25,0.0,0.0,16.375,1.0,0.0,155.825,1.8,10.425,0.0,-1.8,3.0,44.875,0.0,21.5,5.800000000000001,2.0
66,2015-02-01,中部,山梨,22.0,0.0,0.0,19.25,13.0,0.0,199.4,-2.75,8.3,7.0,-8.55,2.5,24.75,0.5,8.75,2.45,19.0
67,2015-02-01,中部,岐阜,21.25,0.0,0.0,12.0625,111.875,0.0,100.125,-2.4,5.550000000000001,9.75,-7.5375,5.125,110.9375,2.125,21.5625,1.1875,139.375
68,2015-02-01,中部,愛知,3.5,0.0,0.0,15.65,0.0,0.0,177.25,2.6,10.149999999999999,0.0,-1.25,2.0,41.75,0.0,14.0,6.1,0.0
69,2015-02-01,中部,新潟,17.2,0.0,0.0,14.366666666666667,153.26666666666668,0.0,65.54666666666667,-0.6733333333333335,5.626666666666667,5.533333333333333,-4.4399999999999995,6.866666666666666,167.03333333333333,1.4666666666666666,28.266666666666666,2.2733333333333334,124.0
70,2015-02-01,中部,長野,26.083333333333332,0.0,0.0,11.5,96.58333333333333,0.0,129.65,-5.8,3.5,17.833333333333332,-12.491666666666667,3.3333333333333335,65.125,4.583333333333333,13.958333333333334,-1.2166666666666666,98.91666666666667
71,2015-02-01,中部,静岡,3.5,0.0,0.0,19.816666666666666,0.0,0.0,179.46666666666667,3.3166666666666664,11.483333333333334,0.0,-0.6333333333333333,3.3333333333333335,66.75,0.0,21.0,7.25,0.0
72,2015-02-01,九州,佐賀,4.0,0.0,0.0,14.1,0.0,0.0,119.1,2.8,10.8,0.0,-2.0,5.0,40.5,0.0,8.0,6.6,0.0
73,2015-02-01,九州,大分,6.0,0.0,0.0,17.2,0.0,0.0,127.75,2.1,11.2,0.0,-1.6,2.0,36.25,0.0,13.75,6.25,0.0
74,2015-02-01,九州,宮崎,6.5,0.0,0.0,19.475,0.0,0.0,161.725,2.9,13.325,0.0,-2.275,1.5,94.75,0.0,49.75,7.800000000000001,0.0
75,2015-02-01,九州,熊本,9.25,0.0,0.0,15.425,0.0,0.0,107.8,2.3000000000000003,11.0,0.25,-2.1,2.75,64.0,0.0,25.5,6.300000000000001,0.0
76,2015-02-01,九州,福岡,1.5,0.0,0.0,15.35,0.0,0.0,110.6,3.55,10.7,0.0,-0.39999999999999997,2.5,48.25,0.0,13.75,6.8,0.0
77,2015-02-01,九州,長崎,3.6666666666666665,0.0,0.0,13.916666666666666,0.0,0.0,101.3,3.516666666666667,9.916666666666666,0.6666666666666666,-1.4666666666666668,4.166666666666667,62.166666666666664,0.16666666666666666,24.083333333333332,6.583333333333333,0.0
78,2015-02-01,九州,鹿児島,0.0,0.0,0.0,20.457142857142856,0.0,0.0,94.95714285714287,8.185714285714287,14.828571428571427,0.0,3.6142857142857143,3.7142857142857144,81.85714285714286,0.0,35.642857142857146,11.457142857142857,0.0
79,2015-02-01,北海道,上川,28.0,0.0,0.0,5.292307692307692,92.23076923076923,0.0,100.77692307692307,-11.13846153846154,-0.6615384615384615,26.384615384615383,-27.215384615384615,3.6153846153846154,23.307692307692307,14.23076923076923,8.692307692307692,-5.623076923076923,92.84615384615384
80,2015-02-01,北海道,十勝,28.0,0.0,0.0,6.9,75.63636363636364,0.0,132.65454545454546,-10.4,0.09999999999999999,24.636363636363637,-21.972727272727273,5.545454545454546,60.27272727272727,12.727272727272727,28.181818181818183,-4.609090909090909,84.45454545454545
81,2015-02-01,北海道,宗谷,27.714285714285715,0.0,0.0,5.485714285714286,73.57142857142857,0.0,84.98571428571428,-8.128571428571428,-0.3428571428571429,25.285714285714285,-21.342857142857145,5.571428571428571,40.785714285714285,14.571428571428571,18.428571428571427,-3.542857142857143,105.28571428571429
82,2015-02-01,北海道,後志,25.875,0.0,0.0,5.6625,133.5,0.0,62.6125,-5.6,1.4,17.25,-13.95,5.0,87.0,8.5,16.25,-1.6625,124.875
83,2015-02-01,北海道,日高,26.25,0.0,0.0,5.675,45.0,0.0,125.6,-6.7,1.675,20.75,-13.9,2.75,60.75,5.5,21.25,-2.425,73.75
84,2015-02-01,北海道,根室,28.0,0.0,0.0,6.76,99.2,0.0,103.44000000000001,-7.840000000000001,0.21999999999999997,24.4,-17.259999999999998,7.6,101.1,11.4,30.5,-3.2,131.6
85,2015-02-01,北海道,檜山,22.666666666666668,0.0,0.0,7.133333333333333,54.666666666666664,0.0,77.3,-4.133333333333334,2.8333333333333335,13.333333333333334,-12.166666666666666,3.0,74.33333333333333,2.3333333333333335,15.833333333333334,-0.39999999999999997,94.0
86,2015-02-01,北海道,渡島,24.8,0.0,0.0,6.7,50.4,0.0,96.7,-3.9,2.2600000000000002,15.4,-9.62,2.8,66.3,4.6,17.2,-0.62,89.2
87,2015-02-01,北海道,留萌,26.6,0.0,0.0,6.16,105.4,0.0,92.46000000000001,-7.4,0.72,22.0,-20.32,5.8,50.0,11.0,10.9,-2.88,107.8
88,2015-02-01,北海道,石狩,25.6,0.0,0.0,6.82,96.2,0.0,109.4,-6.38,1.3199999999999998,18.8,-15.4,3.6,43.4,7.4,13.3,-2.2399999999999998,70.0
89,2015-02-01,北海道,空知,27.5,0.0,0.0,5.8999999999999995,79.5,0.0,117.25,-8.483333333333333,0.39999999999999997,23.166666666666668,-20.55,3.3333333333333335,27.416666666666668,10.166666666666666,12.166666666666666,-3.783333333333333,86.83333333333333
90,2015-02-01,北海道,網走・北見・紋別,27.76923076923077,0.0,0.0,8.338461538461539,101.07692307692308,0.0,98.16923076923078,-9.7,-0.7076923076923076,25.76923076923077,-21.36923076923077,7.3076923076923075,51.53846153846154,16.23076923076923,20.03846153846154,-4.730769230769231,124.3076923076923
91,2015-02-01,北海道,胆振,26.285714285714285,0.0,0.0,5.6,44.857142857142854,0.0,121.71428571428571,-6.1571428571428575,1.5857142857142856,19.714285714285715,-13.785714285714286,3.142857142857143,48.214285714285715,7.0,11.5,-2.0714285714285716,100.28571428571429
92,2015-02-01,北海道,釧路,27.875,0.0,0.0,6.75,78.125,0.0,102.425,-8.975,-0.10000000000000002,25.25,-19.05,7.375,88.625,11.875,37.0,-3.975,101.875
93,2015-02-01,北陸,富山,13.5,0.0,0.0,17.933333333333334,38.666666666666664,0.0,72.46666666666667,0.03333333333333333,6.933333333333334,3.1666666666666665,-3.6666666666666665,6.166666666666667,146.91666666666666,1.0,26.333333333333332,3.3333333333333335,74.33333333333333
94,2015-02-01,北陸,石川,14.666666666666666,0.0,0.0,16.7,37.5,0.0,65.11666666666666,-0.08333333333333333,6.95,2.5,-3.8166666666666664,6.166666666666667,162.58333333333334,0.6666666666666666,25.666666666666668,3.283333333333333,57.5
95,2015-02-01,北陸,福井,13.6,0.0,0.0,13.319999999999999,64.6,0.0,66.28,0.2,7.08,2.8,-3.62,5.0,169.2,0.4,33.3,3.4200000000000004,95.6
96,2015-02-01,四国,徳島,2.0,0.0,0.0,16.8,0.0,0.0,172.1,3.3,11.1,0.0,-0.4,1.0,23.5,0.0,15.0,7.0,0.0
97,2015-02-01,四国,愛媛,3.0,0.0,0.0,15.9,0.0,0.0,130.4,2.8499999999999996,11.1,0.0,-0.95,2.0,33.25,0.0,18.75,6.9,0.0
98,2015-02-01,四国,香川,4.5,0.0,0.0,14.55,0.0,0.0,150.89999999999998,2.95,10.35,0.0,-0.5,1.0,24.75,0.0,15.0,6.55,0.0
99,2015-02-01,四国,高知,2.75,0.0,0.0,17.55,0.0,0.0,179.925,3.95,12.1,0.0,-1.35,2.75,56.875,0.0,28.5,7.975,0.0
100,2015-02-01,東北,宮城,23.0,0.0,0.0,10.571428571428571,46.285714285714285,0.0,110.87142857142858,-2.6,4.328571428571428,10.0,-6.514285714285714,4.142857142857143,47.5,2.2857142857142856,11.928571428571429,0.8285714285714285,69.71428571428571
101,2015-02-01,東北,山形,23.923076923076923,0.0,0.0,9.1,162.0,0.0,64.38461538461539,-2.9538461538461536,3.630769230769231,12.538461538461538,-7.1923076923076925,5.384615384615385,97.15384615384616,2.923076923076923,18.423076923076923,0.2692307692307692,150.15384615384616
102,2015-02-01,東北,岩手,25.0,0.0,0.0,9.479999999999999,48.53333333333333,0.0,103.91333333333334,-3.9133333333333336,3.506666666666667,14.266666666666667,-9.74,2.6,42.1,3.2666666666666666,10.666666666666666,-0.17999999999999997,70.4
103,2015-02-01,東北,福島,23.833333333333332,0.0,0.0,10.174999999999999,140.0909090909091,0.0,92.60000000000001,-3.275,3.8083333333333336,13.5,-7.941666666666666,5.083333333333333,79.16666666666667,4.083333333333333,20.958333333333332,0.09166666666666669,158.27272727272728
104,2015-02-01,東北,秋田,23.53846153846154,0.0,0.0,10.930769230769231,110.23076923076923,0.0,74.97692307692309,-2.569230769230769,4.115384615384615,9.76923076923077,-7.076923076923077,3.923076923076923,99.76923076923077,2.4615384615384617,17.46153846153846,0.6769230769230768,126.46153846153847
105,2015-02-01,東北,青森,23.066666666666666,0.0,0.0,9.32,79.66666666666667,0.0,86.98,-2.6266666666666665,3.3800000000000003,9.733333333333333,-7.986666666666666,3.3333333333333335,57.93333333333333,3.2,15.533333333333333,0.4,80.86666666666666
106,2015-02-01,沖縄,沖縄,0.0,0.0,1.875,25.3125,0.0,0.0,107.5375,15.1625,20.3875,0.0,9.75,3.5,84.8125,0.0,31.5625,17.6375,0.0
107,2015-02-01,関東,千葉,3.75,0.0,0.0,18.05,0.0,0.0,162.8,2.925,10.525,0.0,-1.25,4.0,96.0,0.0,29.125,6.55,0.0
108,2015-02-01,関東,埼玉,17.5,0.0,0.0,18.75,0.0,0.0,190.55,-0.75,9.85,0.0,-4.8,3.5,20.5,0.0,8.5,4.050000000000001,0.0
109,2015-02-01,関東,東京,0.8333333333333334,0.0,0.3333333333333333,20.483333333333334,0.0,0.0,143.96666666666667,8.666666666666666,14.800000000000002,0.0,4.483333333333333,2.6666666666666665,107.16666666666667,0.0,28.0,11.649999999999999,0.0
110,2015-02-01,関東,栃木,25.0,0.0,0.0,12.375,42.25,0.0,146.225,-5.375,3.225,18.0,-9.575,3.75,46.0,8.0,12.875,-1.1,85.75
111,2015-02-01,関東,神奈川,1.0,0.0,0.0,20.7,0.0,0.0,167.3,3.3,10.5,0.0,-0.7,5.0,53.0,0.0,14.5,6.4,0.0
112,2015-02-01,関東,群馬,22.75,0.0,0.0,11.775,161.75,0.0,114.77499999999999,-3.725,3.7,16.0,-7.525,5.5,87.0,6.5,21.125,-0.3500000000000001,168.0
113,2015-02-01,関東,茨城,18.0,0.0,0.0,15.25,0.0,0.0,172.05,-0.9,9.15,0.0,-5.65,5.0,52.75,0.0,16.0,3.8499999999999996,0.0
114,2015-02-01,関西,京都,11.666666666666666,0.0,0.0,15.0,20.0,0.0,79.2,0.8333333333333334,8.433333333333334,2.0,-2.5,2.6666666666666665,99.16666666666667,0.0,19.666666666666668,4.033333333333333,40.666666666666664
115,2015-02-01,関西,兵庫,9.285714285714286,0.0,0.0,14.785714285714286,48.2,0.0,95.58571428571429,1.2428571428571427,8.4,2.0,-3.0142857142857147,4.0,87.35714285714286,0.5714285714285714,19.142857142857142,4.514285714285714,69.8
116,2015-02-01,関西,和歌山,0.0,0.0,0.0,17.25,0.0,0.0,169.75,4.550000000000001,11.2,0.0,0.5,1.5,43.0,0.0,16.5,7.8,0.0
117,2015-02-01,関西,大阪,0.0,0.0,0.0,15.7,0.0,0.0,136.8,3.7,10.6,0.0,0.0,3.0,25.5,0.0,12.5,6.9,0.0
118,2015-02-01,関西,奈良,10.0,0.0,0.0,16.8,0.0,0.0,104.3,1.2,10.2,0.0,-3.1,2.0,43.5,0.0,16.0,5.1,0.0
119,2015-02-01,関西,滋賀,13.0,0.0,0.0,13.200000000000001,28.666666666666668,0.0,97.60000000000001,0.6,7.266666666666666,1.3333333333333333,-2.733333333333333,4.0,99.0,0.3333333333333333,21.333333333333332,3.8333333333333335,73.66666666666667
120,2015-03-01,中国,山口,4.0,0.0,0.0,23.35,7.0,0.0,189.89999999999998,4.15,14.7,0.0,-1.9,3.0,90.25,0.0,26.5,9.2,7.0
121,2015-03-01,中国,岡山,14.0,0.0,0.0,22.8,9.2,0.0,166.35999999999999,0.68,12.559999999999999,1.6,-5.42,4.4,130.0,0.0,29.7,6.12,13.6
122,2015-03-01,中国,島根,12.142857142857142,0.0,0.0,22.442857142857143,11.333333333333334,0.0,165.91428571428574,1.2285714285714284,12.342857142857143,0.8571428571428571,-5.071428571428571,5.857142857142857,117.42857142857143,0.0,26.928571428571427,6.5,13.666666666666666
123,2015-03-01,中国,広島,10.0,0.0,0.0,21.28,23.333333333333332,0.0,183.94,2.4799999999999995,13.02,1.2,-3.88,4.0,116.9,0.0,31.1,7.459999999999999,33.0
124,2015-03-01,中国,鳥取,6.0,0.0,0.0,23.28,6.6,0.0,158.82,2.92,13.1,0.4,-2.66,6.0,135.7,0.0,29.8,7.82,8.6
125,2015-03-01,中部,三重,3.25,0.0,0.0,21.75,0.0,0.0,177.72500000000002,4.55,14.25,0.0,-0.975,5.0,206.75,0.0,60.75,9.15,0.0
126,2015-03-01,中部,山梨,11.0,0.0,0.0,22.05,0.0,0.0,205.75,1.6500000000000001,13.8,0.5,-4.0,3.0,79.0,0.0,25.75,7.15,0.0
